id_departamento,departamento,id_municipio,municipio,id_localidad,localidad,anio_servicio,mes_servicio,energia_activa,energia_reactiva,potencia_maxima,dia_demanda_max,fecha_demanda_max,promedio_horas,municipio_original
91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2020,1,3930642,1251191,7768.76,lunes,2020-01-27 14:15:00,24.0,leticia
91,amazonas,91540,puerto nariño,91540000,puerto nariño (puerto nariño - amazonas),2020,1,103897,36304,227.04,miércoles,2020-01-22 19:15:00,24.0,puerto nariño
91,amazonas,91798,tarapacá (anm),91798000,tarapacá (tarapacá (anm) - amazonas),2020,1,22864,9277,88.96,jueves,2020-01-30 19:30:00,10.19,tarapacá (anm)
05,antioquia,05873,vigía del fuerte,05873001,san antonio de padua (vigía del fuerte - antioquia),2020,1,5617,1381,53.66,jueves,2020-01-23 19:45:00,4.13,vigía del fuerte
05,antioquia,05873,vigía del fuerte,05873002,vegáez (vigía del fuerte - antioquia),2020,1,2217,539,39.07,miércoles,2020-01-29 19:45:00,3.17,vigía del fuerte
05,antioquia,05873,vigía del fuerte,05873000,vigía del fuerte (vigía del fuerte - antioquia),2020,1,64137,28058,324.19,jueves,2020-01-23 21:45:00,8.11,vigía del fuerte
88,"archipiélago de san andrés, providencia y santa catalina",88564,providencia,88564000,providencia (providencia - archipiélago de san andrés y providencia),2020,1,982117,337077,1671.09,viernes,2020-01-03 19:30:00,24.0,providencia
88,"archipiélago de san andrés, providencia y santa catalina",88001,san andrés,88001000,san andrés (san andrés - archipiélago de san andrés y providencia),2020,1,16666323,4824581,28619.27,viernes,2020-01-03 15:45:00,24.0,san andrés
13,bolívar,13001,cartagena de indias,13001007,isla fuerte (cartagena de indias - bolívar),2020,1,16797,8887,135.85,sábado,2020-01-04 15:30:00,5.26,cartagena de indias
13,bolívar,13001,cartagena de indias,13001037,isla múcura (cartagena de indias - bolívar),2020,1,10188,4396,31.44,sábado,2020-01-04 21:45:00,14.6,cartagena de indias
13,bolívar,13001,cartagena de indias,13001017,santa cruz del islote (cartagena de indias - bolívar),2020,1,13187,4523,50.18,sábado,2020-01-11 22:15:00,12.23,cartagena de indias
18,caquetá,18150,cartagena del chairá,18150001,remolino del caguán (cartagena del chaira - caquetá),2020,1,15966,7544,87.13,sábado,2020-01-25 18:45:00,8.06,cartagena del chairá
18,caquetá,18753,san vicente del caguán,18753002,guacamayas (san vicente del caguán - caquetá),2020,1,12554,6147,39.26,viernes,2020-01-03 19:30:00,18.26,san vicente del caguán
85,casanare,85430,trinidad,85430001,bocas del pauto (trinidad - casanare),2020,1,13100,7330,107.65,jueves,2020-01-30 19:00:00,5.56,trinidad
19,cauca,19418,lópez (micay),19418011,dos quebradas río naya (lópez de micay - cauca),2020,1,2090,537,45.25,sábado,2020-01-04 18:45:00,1.47,lópez de micay
19,cauca,19418,lópez (micay),19418038,isla de gallo (lópez de micay - cauca),2020,1,2545,788,26.94,viernes,2020-01-10 18:45:00,3.54,lópez de micay
19,cauca,19418,lópez (micay),19418009,noanamito (lópez de micay - cauca),2020,1,4271,2127,32.0,viernes,2020-01-31 20:45:00,5.56,lópez de micay
19,cauca,19418,lópez (micay),19418012,san antonio de chuaré (lópez de micay - cauca),2020,1,6552,1861,60.74,lunes,2020-01-27 19:15:00,4.39,lópez de micay
19,cauca,19418,lópez (micay),19418019,zaragoza (lopez de micay - cauca),2020,1,5843,2375,57.31,martes,2020-01-21 19:15:00,5.02,lópez de micay
19,cauca,19809,timbiquí,19809014,chacón (timbiquí - cauca),2020,1,3530,625,30.06,miércoles,2020-01-15 18:45:00,5.03,timbiquí
19,cauca,19809,timbiquí,19809010,comunidad de chete (timbiquí - cauca),2020,1,2093,617,39.23,domingo,2020-01-19 19:30:00,2.05,timbiquí
19,cauca,19809,timbiquí,19809003,coteje (timbiquí - cauca),2020,1,5137,3129,34.04,sábado,2020-01-18 19:45:00,5.46,timbiquí
19,cauca,19809,timbiquí,19809026,los brazos (timbiquí - cauca),2020,1,9464,1581,51.77,miércoles,2020-01-29 19:45:00,6.5,timbiquí
19,cauca,19809,timbiquí,19809023,puerto saija (timbiquí - cauca),2020,1,30165,10630,168.08,domingo,2020-01-19 19:15:00,7.05,timbiquí
19,cauca,19809,timbiquí,19809007,san josé (timbiquí - cauca),2020,1,6346,3460,45.53,sábado,2020-01-25 20:30:00,5.46,timbiquí
19,cauca,19809,timbiquí,19809008,santa maría (timbiquí - cauca),2020,1,12368,4382,75.2,martes,2020-01-28 19:30:00,6.36,timbiquí
19,cauca,19809,timbiquí,19809009,santa rosa de saija (timbiquí - cauca),2020,1,2410,671,24.31,martes,2020-01-28 19:30:00,4.01,timbiquí
27,chocó,27006,acandí,27006000,acandí (acandí - chocó),2020,1,418615,191068,941.6,viernes,2020-01-17 20:45:00,19.23,acandí
27,chocó,27006,acandí,27006003,capurganá (acandí - choco),2020,1,296137,107670,833.89,viernes,2020-01-03 18:30:00,18.23,acandí
27,chocó,27025,alto baudó (pie de pato),27025000,ciudad baudó - pie de pato (alto baudó - chocó),2020,1,32654,8739,143.18,martes,2020-01-21 19:15:00,12.54,alto baudó (pie de pato)
27,chocó,27075,bahía solano (mutis),27075000,ciudad mutis (bahía solano - chocó),2020,1,611938,224941,1191.96,viernes,2020-01-17 20:15:00,23.56,bahía solano (mutis)
27,chocó,27075,bahía solano (mutis),27075002,el valle (bahía solano - chocó),2020,1,150660,70006,312.05,viernes,2020-01-31 19:15:00,23.52,bahía solano (mutis)
27,chocó,27075,bahía solano (mutis),27075001,cupica (bahía solano - chocó),2020,1,57963,25684,152.14,sábado,2020-01-04 19:15:00,20.58,bahía solano (mutis)
27,chocó,27077,bajo baudó (pizarro),27077000,pizarro (bajo baudó (pizarro) - chocó),2020,1,186716,83630,533.81,viernes,2020-01-17 19:30:00,20.54,bajo baudó (pizarro)
27,chocó,27099,bojayá (bellavista),27099000,bellavista (bojayá (bellavista) - chocó),2020,1,79288,28402,242.36,sábado,2020-01-18 19:45:00,14.56,bojayá (bellavista)
27,chocó,27099,bojayá (bellavista),27099002,la loma de bojayá (bojayá (bellavista) - chocó),2020,1,13519,5124,83.2,domingo,2020-01-19 19:15:00,7.42,bojayá (bellavista)
27,chocó,27099,bojayá (bellavista),27099008,puerto conto (bojayá (bellavista) - choco),2020,1,4355,1136,45.6,viernes,2020-01-31 20:45:00,3.35,bojayá (bellavista)
27,chocó,27250,el litoral del san juan,27250000,santa genoveva de docordó (el litoral del san juan - chocó),2020,1,70549,36589,186.25,lunes,2020-01-27 19:45:00,17.12,el litoral del san juan
27,chocó,27425,medio atrato (beté),27425000,beté (medio atrato (beté) - chocó),2020,1,7336,2747,84.0,viernes,2020-01-31 19:45:00,4.4,medio atrato (beté)
27,chocó,27495,nuquí,27495001,arusí (nuquí - choco),2020,1,10287,4875,51.2,lunes,2020-01-20 18:30:00,8.05,nuquí
27,chocó,27495,nuquí,27495912,comunidad indígena de panguí - el yucal (nuquí - chocó),2020,1,5875,1484,11.21,lunes,2020-01-20 00:00:00,19.12,nuquí
27,chocó,27495,nuquí,27495000,nuquí (nuquí - chocó),2020,1,198811,62901,482.24,lunes,2020-01-13 19:15:00,19.34,nuquí
27,chocó,27001,quibdó,27001029,tagachi (quibdó - chocó),2020,1,4956,1100,70.49,miércoles,2020-01-22 19:45:00,3.36,quibdó
27,chocó,27745,sipí,27745000,sipí (sipí - choco),2020,1,10872,3028,74.8,miércoles,2020-01-29 20:15:00,5.42,sipí
27,chocó,27800,unguía,27800001,balboa (unguía - chocó),2020,1,16481,6458,89.87,sábado,2020-01-11 19:30:00,7.41,unguía
27,chocó,27800,unguía,27800005,titumate (unguía - chocó),2020,1,9739,4014,69.78,miércoles,2020-01-08 19:15:00,5.4,unguía
27,chocó,27800,unguía,27800000,unguía (unguía - chocó),2020,1,257893,93064,779.24,sábado,2020-01-18 19:00:00,15.43,unguía
94,guainía,94343,barrancominas,94343000,barrancominas (barrancominas - guainía),2020,1,39131,13849,154.14,miércoles,2020-01-22 19:00:00,11.08,barrancominas
94,guainía,94001,inírida,94001000,inírida (inírida - guainía),2020,1,1643134,551952,3193.52,martes,2020-01-28 14:30:00,24.0,inírida
95,guaviare,95200,miraflores,95200000,miraflores (miraflores - guaviare),2020,1,78171,27605,201.08,miércoles,2020-01-29 19:15:00,17.36,miraflores
44,la guajira,44847,uribia,44847012,nazareth (uribia - la guajira),2020,1,15660,7303,213.98,miércoles,2020-01-08 18:30:00,3.51,uribia
47,magdalena,47189,ciénaga,47189018,palmor (ciénaga - magdalena),2020,1,95888,36336,188.48,sábado,2020-01-18 19:15:00,23.36,ciénaga
50,meta,50325,mapiripán,50325000,mapiripán (mapiripán - meta),2020,1,133744,56337,288.64,viernes,2020-01-31 18:45:00,23.37,mapiripán
52,nariño,52250,el charco,52250023,bazán (el charco - nariño),2020,1,16316,7561,105.6,viernes,2020-01-24 20:30:00,5.59,el charco
52,nariño,52250,el charco,52250022,el cuil pueblo nuevo (el charco - nariño),2020,1,5358,1798,35.28,sábado,2020-01-04 20:15:00,6.15,el charco
52,nariño,52250,el charco,52250007,san josé del tapaje (el charco - nariño),2020,1,13262,3324,96.0,jueves,2020-01-30 20:00:00,5.4,el charco
52,nariño,52390,la tola,52390013,amárales (la tola - nariño),2020,1,5064,1180,70.34,martes,2020-01-21 20:15:00,2.53,la tola
52,nariño,52390,la tola,52390003,la vigía de la mar (la tola - nariño),2020,1,4676,1440,31.96,lunes,2020-01-06 18:45:00,6.08,la tola
52,nariño,52390,la tola,52390009,mulatos (la tola - nariño),2020,1,4243,2448,37.7,martes,2020-01-14 19:30:00,5.56,la tola
52,nariño,52390,la tola,52390016,san pablo del mar (la tola - nariño),2020,1,4497,805,35.42,domingo,2020-01-19 19:00:00,5.34,la tola
52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2020,1,3143,624,21.84,miércoles,2020-01-29 18:00:00,5.33,olaya herrera
52,nariño,52490,olaya herrera,52490008,san josé calabazal (olaya herrera - nariño),2020,1,5320,1723,44.57,sábado,2020-01-11 19:00:00,4.3,olaya herrera
52,nariño,52835,san andrés de tumaco,52835055,bocas de curay (tumaco - nariño),2020,1,6548,1273,57.6,viernes,2020-01-24 19:00:00,4.37,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835012,chajal (tumaco - nariño),2020,1,3350,902,145.55,lunes,2020-01-13 19:15:00,0.55,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835016,pital de la costa (tumaco - nariño),2020,1,16992,9518,88.0,sábado,2020-01-18 19:30:00,8.36,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835212,pueblo nuevo (tablón salado) (tumaco - nariño),2020,1,2339,798,20.8,martes,2020-01-07 19:45:00,4.47,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835217,san juan de la costa (san andrés de tumaco - nariño),2020,1,19090,9321,153.6,martes,2020-01-14 19:15:00,5.54,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835091,santa rosa (tumaco - nariño),2020,1,1250,328,31.81,martes,2020-01-14 19:30:00,1.33,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835148,tablón dulce la pampa (tumaco - nariño),2020,1,1487,388,28.1,lunes,2020-01-20 20:15:00,2.19,san andrés de tumaco
52,nariño,52696,santa bárbara (iscuandé),52696014,la ensenada (santa bárbara (iscuandé) - nariño),2020,1,4466,5060,28.35,martes,2020-01-21 18:30:00,5.49,santa bárbara (iscuandé)
52,nariño,52696,santa bárbara (iscuandé),52696017,santa rita (santa barbara (iscuandé) - nariño),2020,1,2126,1005,37.76,jueves,2020-01-02 19:30:00,2.15,santa bárbara (iscuandé)
86,putumayo,86573,puerto leguízamo,86573009,piñuña negro (puerto leguízamo - putumayo),2020,1,3942,1771,28.8,domingo,2020-01-26 20:30:00,6.15,puerto leguízamo
86,putumayo,86573,puerto leguízamo,86573000,puerto leguízamo (puerto leguízamo - putumayo),2020,1,934496,349113,2149.84,martes,2020-01-28 19:30:00,23.57,puerto leguízamo
76,valle del cauca,76109,buenaventura,76109028,puerto merizalde (buenaventura - valle del cauca),2020,1,43466,13886,254.14,sábado,2020-01-18 19:30:00,6.29,buenaventura
76,valle del cauca,76109,buenaventura,76109032,san francisco naya (buenaventura - valle del cauca),2020,1,6560,2113,36.58,viernes,2020-01-10 21:15:00,7.0,buenaventura
97,vaupés,97161,carurú,97161000,carurú (carurú - vaupés),2020,1,26507,9259,97.68,viernes,2020-01-24 18:45:00,12.24,carurú
97,vaupés,97001,mitú,97001000,mitú (mitú - vaupés),2020,1,1242033,394710,2633.77,viernes,2020-01-31 23:45:00,23.58,mitú
97,vaupés,97666,taraira,97666000,taraira (taraira - vaupés),2020,1,26536,9370,97.24,miércoles,2020-01-29 18:15:00,11.17,taraira
99,vichada,99773,cumaribo,99773000,cumaribo (cumaribo - vichada),2020,1,269226,118700,579.92,martes,2020-01-28 18:15:00,21.49,cumaribo
99,vichada,99524,la primavera,99524000,la primavera (la primavera - vichada),2020,1,351440,182493,705.25,jueves,2020-01-30 19:45:00,24.0,la primavera
99,vichada,99001,puerto carreño,99001002,casuarito (puerto carreño - vichada),2020,1,26425,11216,129.36,lunes,2020-01-20 18:30:00,8.43,puerto carreño
99,vichada,99001,puerto carreño,99001000,puerto carreño (puerto carreño - vichada),2020,1,2346886,785884,4320.8,martes,2020-01-28 14:15:00,24.0,puerto carreño
99,vichada,99624,santa rosalía,99624000,santa rosalía (santa rosalía - vichada),2020,1,130724,68540,323.52,jueves,2020-01-23 19:15:00,18.0,santa rosalía
91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2020,2,3718227,1157331,7347.36,miércoles,2020-02-05 14:30:00,24.0,leticia
91,amazonas,91540,puerto nariño,91540000,puerto nariño (puerto nariño - amazonas),2020,2,99758,35858,221.41,martes,2020-02-04 19:00:00,23.58,puerto nariño
91,amazonas,91798,tarapacá (anm),91798000,tarapacá (tarapacá (anm) - amazonas),2020,2,22870,8922,90.62,domingo,2020-02-23 19:00:00,10.24,tarapacá (anm)
05,antioquia,05873,vigía del fuerte,05873001,san antonio de padua (vigía del fuerte - antioquia),2020,2,5609,1448,52.93,viernes,2020-02-28 19:45:00,4.37,vigía del fuerte
05,antioquia,05873,vigía del fuerte,05873002,vegáez (vigía del fuerte - antioquia),2020,2,5178,717,43.14,viernes,2020-02-07 18:45:00,5.4,vigía del fuerte
05,antioquia,05873,vigía del fuerte,05873000,vigía del fuerte (vigía del fuerte - antioquia),2020,2,93760,39361,323.49,viernes,2020-02-28 19:00:00,11.49,vigía del fuerte
88,"archipiélago de san andrés, providencia y santa catalina",88564,providencia,88564000,providencia (providencia - archipiélago de san andrés y providencia),2020,2,938090,321284,1610.85,martes,2020-02-18 21:30:00,24.0,providencia
88,"archipiélago de san andrés, providencia y santa catalina",88001,san andrés,88001000,san andrés (san andrés - archipiélago de san andrés y providencia),2020,2,15684818,4533824,28217.6,miércoles,2020-02-12 16:00:00,24.0,san andrés
13,bolívar,13001,cartagena de indias,13001007,isla fuerte (cartagena de indias - bolívar),2020,2,15514,8486,114.57,domingo,2020-02-16 14:15:00,5.37,cartagena de indias
13,bolívar,13001,cartagena de indias,13001037,isla múcura (cartagena de indias - bolívar),2020,2,6477,2892,25.54,viernes,2020-02-14 22:00:00,10.49,cartagena de indias
13,bolívar,13001,cartagena de indias,13001017,santa cruz del islote (cartagena de indias - bolívar),2020,2,12675,4372,45.06,viernes,2020-02-07 20:15:00,13.26,cartagena de indias
18,caquetá,18150,cartagena del chairá,18150001,remolino del caguán (cartagena del chaira - caquetá),2020,2,15525,7062,90.37,sábado,2020-02-01 18:45:00,8.1,cartagena del chairá
18,caquetá,18753,san vicente del caguán,18753002,guacamayas (san vicente del caguán - caquetá),2020,2,12257,5917,40.15,sábado,2020-02-15 19:15:00,18.1,san vicente del caguán
18,caquetá,18753,san vicente del caguán,18753009,puerto betania (san vicente del caguán - caquetá),2020,2,1604,633,40.72,viernes,2020-02-21 19:15:00,1.49,san vicente del caguán
85,casanare,85430,trinidad,85430001,bocas del pauto (trinidad - casanare),2020,2,13909,7296,110.27,jueves,2020-02-27 19:00:00,5.48,trinidad
19,cauca,19418,lópez (micay),19418011,dos quebradas río naya (lópez de micay - cauca),2020,2,6035,1889,43.65,martes,2020-02-04 19:30:00,5.47,lópez de micay
19,cauca,19418,lópez (micay),19418038,isla de gallo (lópez de micay - cauca),2020,2,2834,905,26.34,viernes,2020-02-14 18:30:00,4.35,lópez de micay
19,cauca,19418,lópez (micay),19418009,noanamito (lópez de micay - cauca),2020,2,3995,2058,44.0,miércoles,2020-02-12 19:15:00,5.25,lópez de micay
19,cauca,19418,lópez (micay),19418012,san antonio de chuaré (lópez de micay - cauca),2020,2,6033,1790,61.5,sábado,2020-02-15 18:45:00,4.08,lópez de micay
19,cauca,19418,lópez (micay),19418019,zaragoza (lopez de micay - cauca),2020,2,7099,2930,55.33,domingo,2020-02-09 19:45:00,5.59,lópez de micay
19,cauca,19809,timbiquí,19809014,chacón (timbiquí - cauca),2020,2,2019,364,26.64,sábado,2020-02-01 19:15:00,3.12,timbiquí
19,cauca,19809,timbiquí,19809010,comunidad de chete (timbiquí - cauca),2020,2,2489,695,40.03,viernes,2020-02-21 19:30:00,2.3,timbiquí
19,cauca,19809,timbiquí,19809003,coteje (timbiquí - cauca),2020,2,4501,2754,34.88,sábado,2020-02-01 19:30:00,5.12,timbiquí
19,cauca,19809,timbiquí,19809026,los brazos (timbiquí - cauca),2020,2,7857,1301,52.3,martes,2020-02-11 19:30:00,6.02,timbiquí
19,cauca,19809,timbiquí,19809023,puerto saija (timbiquí - cauca),2020,2,25416,8460,174.06,viernes,2020-02-14 19:45:00,5.58,timbiquí
19,cauca,19809,timbiquí,19809007,san josé (timbiquí - cauca),2020,2,1747,1028,46.75,jueves,2020-02-13 19:15:00,1.39,timbiquí
19,cauca,19809,timbiquí,19809008,santa maría (timbiquí - cauca),2020,2,2420,955,76.22,miércoles,2020-02-12 20:15:00,1.29,timbiquí
19,cauca,19809,timbiquí,19809009,santa rosa de saija (timbiquí - cauca),2020,2,1737,424,27.48,jueves,2020-02-27 19:15:00,2.29,timbiquí
27,chocó,27006,acandí,27006000,acandí (acandí - chocó),2020,2,388026,175431,965.36,miércoles,2020-02-19 20:30:00,18.47,acandí
27,chocó,27006,acandí,27006003,capurganá (acandí - choco),2020,2,234420,96512,570.24,martes,2020-02-04 21:45:00,18.36,acandí
27,chocó,27025,alto baudó (pie de pato),27025000,ciudad baudó - pie de pato (alto baudó - chocó),2020,2,36727,9888,143.18,domingo,2020-02-23 19:30:00,15.04,alto baudó (pie de pato)
27,chocó,27075,bahía solano (mutis),27075000,ciudad mutis (bahía solano - chocó),2020,2,605709,189638,1246.96,miércoles,2020-02-19 19:30:00,23.52,bahía solano (mutis)
27,chocó,27075,bahía solano (mutis),27075001,cupica (bahía solano - chocó),2020,2,57082,24304,138.34,viernes,2020-02-14 19:30:00,23.36,bahía solano (mutis)
27,chocó,27075,bahía solano (mutis),27075002,el valle (bahía solano - chocó),2020,2,140237,65924,327.1,miércoles,2020-02-19 19:15:00,23.42,bahía solano (mutis)
27,chocó,27077,bajo baudó (pizarro),27077000,pizarro (bajo baudó (pizarro) - chocó),2020,2,160302,71590,481.54,viernes,2020-02-07 19:30:00,17.35,bajo baudó (pizarro)
27,chocó,27099,bojayá (bellavista),27099000,bellavista (bojayá (bellavista) - chocó),2020,2,89554,33314,220.95,jueves,2020-02-13 20:30:00,18.14,bojayá (bellavista)
27,chocó,27099,bojayá (bellavista),27099002,la loma de bojayá (bojayá (bellavista) - chocó),2020,2,13764,5166,83.2,domingo,2020-02-16 19:30:00,7.42,bojayá (bellavista)
27,chocó,27099,bojayá (bellavista),27099005,napipí (bojayá (bellavista) - chocó),2020,2,8794,4993,60.8,sábado,2020-02-29 21:15:00,5.41,bojayá (bellavista)
27,chocó,27099,bojayá (bellavista),27099008,puerto conto (bojayá (bellavista) - choco),2020,2,5456,1481,57.6,viernes,2020-02-21 20:00:00,4.45,bojayá (bellavista)
27,chocó,27250,el litoral del san juan,27250000,santa genoveva de docordó (el litoral del san juan - chocó),2020,2,63323,31591,182.16,jueves,2020-02-06 20:00:00,16.37,el litoral del san juan
27,chocó,27425,medio atrato (beté),27425000,beté (medio atrato (beté) - chocó),2020,2,5435,1940,68.0,miércoles,2020-02-19 22:00:00,4.38,medio atrato (beté)
91,amazonas,91001,leticia,91001000,leticia,2025,12,4375671,984377,85772002.0,miércoles,2025-12-10 14:30:00,2.4,leticia
27,chocó,27495,nuquí,27495912,comunidad indígena de panguí - el yucal (nuquí - chocó),2020,2,2394,800,11.21,jueves,2020-02-27 18:30:00,11.38,nuquí
27,chocó,27495,nuquí,27495000,nuquí (nuquí - chocó),2020,2,186164,60988,527.3,martes,2020-02-18 20:15:00,19.0,nuquí
27,chocó,27745,sipí,27745000,sipí (sipí - choco),2020,2,11522,3225,79.2,martes,2020-02-18 20:00:00,6.15,sipí
27,chocó,27800,unguía,27800001,balboa (unguía - chocó),2020,2,16006,6578,81.56,domingo,2020-02-16 20:00:00,8.17,unguía
27,chocó,27001,quibdó,27001029,tagachi (quibdó - chocó),2020,2,5694,1292,59.74,sábado,2020-02-01 21:30:00,4.06,quibdó
27,chocó,27800,unguía,27800005,titumate (unguía - chocó),2020,2,8792,3817,67.06,jueves,2020-02-20 20:00:00,5.2,unguía
27,chocó,27800,unguía,27800000,unguía (unguía - chocó),2020,2,254854,93090,787.6,sábado,2020-02-15 19:15:00,15.56,unguía
94,guainía,94343,barrancominas,94343000,barrancominas (barrancominas - guainía),2020,2,35493,12294,171.93,sábado,2020-02-22 18:45:00,9.34,barrancominas
94,guainía,94001,inírida,94001000,inírida (inírida - guainía),2020,2,1675109,565034,3199.68,lunes,2020-02-17 14:45:00,23.56,inírida
95,guaviare,95200,miraflores,95200000,miraflores (miraflores - guaviare),2020,2,78132,28048,212.08,viernes,2020-02-28 18:30:00,18.28,miraflores
44,la guajira,44847,uribia,44847012,nazareth (uribia - la guajira),2020,2,28110,12702,223.44,martes,2020-02-25 18:45:00,6.11,uribia
47,magdalena,47189,ciénaga,47189018,palmor (ciénaga - magdalena),2020,2,88621,32499,186.75,domingo,2020-02-09 18:30:00,23.34,ciénaga
50,meta,50325,mapiripán,50325000,mapiripán (mapiripán - meta),2020,2,135154,54443,311.52,viernes,2020-02-28 18:45:00,23.01,mapiripán
52,nariño,52250,el charco,52250023,bazán (el charco - nariño),2020,2,19205,8765,105.6,sábado,2020-02-29 21:00:00,7.22,el charco
52,nariño,52250,el charco,52250022,el cuil pueblo nuevo (el charco - nariño),2020,2,5736,1889,33.66,sábado,2020-02-15 18:45:00,6.54,el charco
52,nariño,52250,el charco,52250007,san josé del tapaje (el charco - nariño),2020,2,16180,4004,96.0,sábado,2020-02-29 21:00:00,7.09,el charco
52,nariño,52390,la tola,52390013,amárales (la tola - nariño),2020,2,7313,1758,68.54,martes,2020-02-18 18:30:00,4.36,la tola
52,nariño,52390,la tola,52390003,la vigía de la mar (la tola - nariño),2020,2,5760,1917,30.52,martes,2020-02-25 00:30:00,8.27,la tola
52,nariño,52390,la tola,52390009,mulatos (la tola - nariño),2020,2,3772,2320,34.11,jueves,2020-02-06 18:30:00,6.08,la tola
52,nariño,52390,la tola,52390016,san pablo del mar (la tola - nariño),2020,2,5903,1146,33.98,sábado,2020-02-29 19:00:00,7.41,la tola
52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2020,2,3266,634,21.67,lunes,2020-02-10 19:45:00,5.52,olaya herrera
52,nariño,52490,olaya herrera,52490008,san josé calabazal (olaya herrera - nariño),2020,2,5300,1698,45.12,viernes,2020-02-28 19:00:00,4.47,olaya herrera
52,nariño,52835,san andrés de tumaco,52835055,bocas de curay (tumaco - nariño),2020,2,8950,1417,57.6,domingo,2020-02-23 23:45:00,7.02,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835012,chajal (tumaco - nariño),2020,2,4599,1354,136.84,lunes,2020-02-24 19:30:00,1.26,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835016,pital de la costa (tumaco - nariño),2020,2,19206,11315,84.0,sábado,2020-02-15 19:00:00,10.29,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835212,pueblo nuevo (tablón salado) (tumaco - nariño),2020,2,3721,1332,18.62,sábado,2020-02-01 19:15:00,9.43,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835217,san juan de la costa (san andrés de tumaco - nariño),2020,2,18939,14210,147.2,lunes,2020-02-17 19:15:00,6.08,san andrés de tumaco
52,nariño,52835,san andrés de tumaco,52835091,santa rosa (tumaco - nariño),2020,2,1082,278,30.56,miércoles,2020-02-05 19:30:00,1.24,san andrés de tumaco
52,nariño,52696,santa bárbara (iscuandé),52696014,la ensenada (santa bárbara (iscuandé) - nariño),2020,2,4071,4702,27.49,domingo,2020-02-16 19:30:00,5.44,santa bárbara (iscuandé)
52,nariño,52696,santa bárbara (iscuandé),52696017,santa rita (santa barbara (iscuandé) - nariño),2020,2,5168,2452,38.52,sábado,2020-02-29 19:15:00,5.37,santa bárbara (iscuandé)
86,putumayo,86573,puerto leguízamo,86573009,piñuña negro (puerto leguízamo - putumayo),2020,2,3342,1620,28.8,sábado,2020-02-22 20:45:00,5.47,puerto leguízamo
86,putumayo,86573,puerto leguízamo,86573000,puerto leguízamo (puerto leguízamo - putumayo),2020,2,779919,282489,1996.72,martes,2020-02-04 14:45:00,20.05,puerto leguízamo
76,valle del cauca,76109,buenaventura,76109028,puerto merizalde (buenaventura - valle del cauca),2020,2,44375,14156,264.7,miércoles,2020-02-19 19:30:00,6.49,buenaventura
76,valle del cauca,76109,buenaventura,76109032,san francisco naya (buenaventura - valle del cauca),2020,2,7245,3758,37.15,viernes,2020-02-28 19:30:00,8.34,buenaventura
97,vaupés,97161,carurú,97161000,carurú (carurú - vaupés),2020,2,25277,9295,104.72,lunes,2020-02-17 19:15:00,12.14,carurú
97,vaupés,97001,mitú,97001000,mitú (mitú - vaupés),2020,2,1233505,370019,2597.37,viernes,2020-02-21 23:45:00,23.51,mitú
97,vaupés,97666,taraira,97666000,taraira (taraira - vaupés),2020,2,19748,6563,104.98,martes,2020-02-11 19:30:00,7.59,taraira
99,vichada,99773,cumaribo,99773000,cumaribo (cumaribo - vichada),2020,2,268753,113806,624.36,martes,2020-02-25 18:15:00,19.35,cumaribo
99,vichada,99524,la primavera,99524000,la primavera (la primavera - vichada),2020,2,357737,181789,740.6,miércoles,2020-02-26 18:45:00,24.0,la primavera
99,vichada,99001,puerto carreño,99001002,casuarito (puerto carreño - vichada),2020,2,13438,5547,127.95,lunes,2020-02-24 19:45:00,5.09,puerto carreño
99,vichada,99001,puerto carreño,99001000,puerto carreño (puerto carreño - vichada),2020,2,2436390,791280,4614.72,martes,2020-02-18 14:15:00,24.0,puerto carreño
99,vichada,99624,santa rosalía,99624000,santa rosalía (santa rosalía - vichada),2020,2,125530,60239,350.93,martes,2020-02-25 19:00:00,15.51,santa rosalía
91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2020,3,3839111,1211482,7652.86,jueves,2020-03-12 15:15:00,24.0,leticia
91,amazonas,91540,puerto nariño,91540000,puerto nariño (puerto nariño - amazonas),2020,3,106517,37768,222.29,jueves,2020-03-12 19:30:00,24.0,puerto nariño
91,amazonas,91798,tarapacá (anm),91798000,tarapacá (tarapacá (anm) - amazonas),2020,3,24212,9387,92.79,martes,2020-03-03 19:15:00,10.15,tarapacá (anm)
05,antioquia,05873,vigía del fuerte,05873001,san antonio de padua (vigía del fuerte - antioquia),2020,3,6090,1714,82.4,jueves,2020-03-12 00:15:00,4.57,vigía del fuerte
